uid,lapse_date,subscription_date,price
10005101,2018-02-14,,0
10005102,2016-03-01,,0
10005103,2017-02-08,2017-03-07,499
10005104,2016-07-04,,0
10005105,2016-08-03,,0
10005106,2017-04-23,,0
10005107,2017-04-22,2017-04-28,199
10005108,2017-04-07,,0
10005109,2018-03-08,2018-03-21,499
10005110,2016-07-18,2016-07-26,199
10005111,2016-04-21,2016-04-26,299
10005112,2016-08-28,2016-09-11,199
10005113,2016-10-16,,0
10005114,2017-08-02,2017-08-31,499
10005115,2016-11-12,,0
10005116,2016-03-25,2016-04-16,299
10005117,2017-05-14,2017-06-04,499
10005118,2017-02-03,,0
10005119,2018-01-24,2018-02-13,299
10005120,2016-05-10,,0
10005121,2017-09-19,2017-09-21,199
10005122,2018-01-25,2018-02-15,99
10005123,2018-03-17,2018-04-04,499
10005124,2017-09-20,,0
10005125,2017-08-28,2017-09-12,199
10005126,2017-04-22,,0
10005127,2016-08-10,2016-08-13,499
10005128,2017-03-20,2017-04-14,99
10005129,2017-05-27,,0
10005130,2016-05-03,2016-05-15,299
10005131,2016-10-10,,0
10005132,2017-11-11,,0
10005133,2017-08-14,2017-08-15,199
10005134,2017-10-25,2017-11-24,499
10005135,2016-03-10,2016-03-18,299
10005136,2017-07-30,2017-08-09,299
10005137,2017-01-23,2017-02-08,499
10005138,2016-02-09,,0
10005139,2016-08-06,2016-08-10,199
10005140,2017-09-30,2017-10-25,299
10005141,2017-11-06,,0
10005142,2017-12-06,2017-12-27,99
10005143,2016-06-18,2016-07-17,199
10005144,2016-11-24,2016-11-27,99
10005145,2016-04-20,2016-05-19,99
10005146,2017-09-25,2017-10-04,499
10005147,2016-10-13,2016-11-07,299
10005148,2017-11-21,,0
10005149,2016-07-28,2016-08-16,199
10005150,2016-10-14,,0
10005151,2016-09-05,2016-09-23,199
10005152,2016-10-24,2016-11-03,499
10005153,2016-12-13,2016-12-22,99
10005154,2017-09-13,2017-10-04,99
10005155,2017-12-10,2017-12-17,99
10005156,2017-10-08,2017-10-26,99
10005157,2016-11-10,2016-11-29,499
10005158,2017-01-10,,0
10005159,2018-01-27,,0
10005160,2016-04-15,2016-04-23,299
10005161,2018-02-06,,0
10005162,2017-01-01,2017-01-16,199
10005163,2017-09-04,2017-09-27,199
10005164,2017-01-28,2017-02-05,299
10005165,2016-08-08,2016-08-29,299
10005166,2017-05-17,2017-05-31,99
10005167,2016-05-16,,0
10005168,2016-04-10,2016-04-17,499
10005169,2017-07-06,2017-07-25,299
10005170,2016-09-01,2016-09-20,499
10005171,2017-07-01,2017-07-25,499
10005172,2016-02-28,,0
10005173,2016-12-11,2016-12-17,99
10005174,2018-02-22,2018-03-05,199
10005175,2017-06-21,,0
10005176,2016-09-23,2016-10-16,299
10005177,2016-05-02,2016-05-22,499
10005178,2017-01-28,,0
10005179,2016-03-09,2016-03-26,499
10005180,2018-01-31,,0
10005181,2017-11-25,2017-11-25,99
10005182,2018-01-04,2018-01-20,99
10005183,2017-10-25,2017-11-18,299
10005184,2017-06-05,,0
10005185,2017-12-14,2017-12-31,199
10005186,2016-05-20,,0
10005187,2016-06-23,2016-07-18,299
10005188,2017-08-31,,0
10005189,2016-08-15,,0
10005190,2016-03-17,2016-03-29,499
10005191,2016-06-28,2016-07-24,99
10005192,2017-08-25,,0
10005193,2016-06-17,2016-07-05,499
10005194,2017-06-04,2017-06-19,199
10005195,2017-03-08,2017-03-14,499
10005196,2017-09-24,2017-10-02,199
10005197,2018-01-24,2018-02-20,199
10005198,2017-12-12,2018-01-01,99
10005199,2017-10-17,2017-11-16,99
10005200,2017-01-06,2017-01-14,99
10005201,2017-08-31,,0
10005202,2016-11-28,2016-12-07,99
10005203,2016-05-28,2016-06-26,499
10005204,2018-02-06,,0
10005205,2016-06-30,2016-07-17,199
10005206,2016-07-16,,0
10005207,2017-09-29,2017-09-29,99
10005208,2018-03-13,,0
10005209,2017-03-31,2017-04-13,299
10005210,2018-03-12,2018-03-18,299
10005211,2017-04-12,,0
10005212,2017-10-24,2017-11-20,99
10005213,2016-04-14,,0
10005214,2017-01-27,2017-02-21,499
10005215,2016-05-06,2016-05-06,199
10005216,2016-11-18,2016-11-28,99
10005217,2016-07-26,2016-08-18,499
10005218,2016-02-27,2016-03-05,499
10005219,2016-12-01,,0
10005220,2018-01-23,,0
10005221,2018-03-10,,0
10005222,2016-08-23,2016-08-25,199
10005223,2017-08-31,2017-09-14,499
10005224,2017-11-23,2017-11-24,99
10005225,2017-12-10,,0
10005226,2016-09-07,2016-09-11,299
10005227,2016-11-26,2016-12-04,499
10005228,2016-10-15,2016-11-01,199
10005229,2018-01-15,2018-01-25,199
10005230,2016-09-27,,0
10005231,2016-09-16,,0
10005232,2017-05-19,,0
10005233,2016-07-05,2016-07-05,299
10005234,2016-09-05,2016-09-08,299
10005235,2017-05-10,2017-05-18,99
10005236,2016-08-13,2016-08-29,299
10005237,2016-10-27,,0
10005238,2017-07-12,2017-08-03,199
10005239,2018-02-22,,0
10005240,2018-03-05,,0
10005241,2017-08-16,2017-09-11,499
10005242,2017-01-21,2017-02-04,199
10005243,2017-07-24,2017-07-31,499
10005244,2017-05-21,2017-06-12,199
10005245,2017-08-18,2017-08-19,499
10005246,2016-12-04,2016-12-09,99
10005247,2017-10-20,2017-11-13,299
10005248,2017-03-15,2017-04-01,499
10005249,2017-04-16,,0
10005250,2017-07-05,2017-07-29,499
10005251,2017-07-07,2017-07-14,199
10005252,2017-05-30,2017-06-18,199
10005253,2017-10-11,2017-10-11,199
10005254,2016-10-15,,0
10005255,2017-12-25,,0
10005256,2016-07-19,2016-08-07,299
10005257,2017-05-06,2017-05-20,299
10005258,2017-11-12,2017-11-30,99
10005259,2016-05-21,2016-06-14,299
10005260,2017-09-26,,0
10005261,2016-09-07,,0
10005262,2016-02-05,,0
10005263,2017-07-16,,0
10005264,2017-10-05,2017-10-24,99
10005265,2016-11-21,2016-12-09,99
10005266,2017-05-03,2017-05-15,499
10005267,2017-11-30,2017-12-15,199
10005268,2017-06-27,2017-07-08,299
10005269,2016-08-30,2016-09-24,299
10005270,2016-05-29,2016-06-21,499
10005271,2017-02-19,2017-03-07,299
10005272,2016-10-17,2016-11-07,499
10005273,2017-03-05,,0
10005274,2016-07-24,,0
10005275,2017-03-20,2017-03-29,499
10005276,2016-06-13,2016-07-11,199
10005277,2016-05-12,,0
10005278,2017-02-19,2017-03-14,99
10005279,2017-04-30,2017-05-07,99
10005280,2016-04-02,2016-04-18,99
10005281,2017-08-19,,0
10005282,2016-02-07,,0
10005283,2017-06-29,,0
10005284,2016-12-28,2017-01-21,199
10005285,2017-02-13,2017-02-22,199
10005286,2017-04-20,2017-05-15,99
10005287,2016-12-31,2017-01-22,499
10005288,2017-05-13,2017-05-24,299
10005289,2017-11-22,2017-12-02,499
10005290,2016-11-14,2016-12-07,299
10005291,2016-02-12,,0
10005292,2016-05-14,2016-06-08,99
10005293,2017-10-15,,0
10005294,2016-10-20,2016-10-31,499
10005295,2017-04-10,2017-04-27,199
10005296,2016-07-22,2016-08-10,199
10005297,2017-09-29,,0
10005298,2016-12-17,2017-01-13,99
10005299,2018-01-15,2018-01-28,99
10005300,2016-03-16,2016-04-11,499
10005301,2017-07-30,2017-08-28,99
10005302,2016-08-29,2016-09-27,299
10005303,2018-02-06,2018-02-14,299
10005304,2017-03-23,2017-03-29,99
10005305,2016-10-21,,0
10005306,2016-11-27,2016-12-18,99
10005307,2017-05-01,2017-05-03,499
10005308,2016-09-13,2016-09-13,499
10005309,2016-05-14,,0
10005310,2016-09-08,,0
10005311,2016-12-30,2017-01-08,99
10005312,2017-03-24,2017-03-27,299
10005313,2016-11-27,2016-12-02,499
10005314,2017-10-27,,0
10005315,2017-05-30,,0
10005316,2017-05-02,,0
10005317,2017-04-11,2017-04-16,99
10005318,2017-02-28,2017-03-19,99
10005319,2018-02-03,2018-03-03,299
10005320,2016-03-14,2016-04-02,499
10005321,2016-08-28,2016-09-20,199
10005322,2016-02-11,2016-03-11,199
10005323,2016-09-03,2016-09-16,499
10005324,2016-07-13,,0
10005325,2016-09-12,,0
10005326,2018-02-06,2018-03-01,199
10005327,2016-10-03,,0
10005328,2017-11-19,2017-12-15,499
10005329,2018-01-03,,0
10005330,2018-03-14,2018-04-04,99
10005331,2016-02-16,,0
10005332,2016-08-12,2016-08-30,499
10005333,2016-02-09,2016-03-06,199
10005334,2017-06-28,2017-07-26,99
10005335,2016-11-19,2016-12-18,299
10005336,2016-04-24,,0
10005337,2016-08-27,,0
10005338,2016-03-29,,0
10005339,2017-06-26,,0
10005340,2017-10-10,2017-10-21,199
10005341,2017-11-09,2017-11-11,199
10005342,2016-12-27,,0
10005343,2017-05-06,2017-05-10,499
10005344,2017-09-11,2017-09-24,99
10005345,2016-12-21,,0
10005346,2016-08-28,2016-09-02,99
10005347,2018-02-13,2018-03-01,499
10005348,2016-06-04,2016-06-16,499
10005349,2017-12-23,,0
10005350,2017-05-07,,0
10005351,2016-11-16,,0
10005352,2016-09-01,,0
10005353,2017-04-07,2017-04-18,99
10005354,2016-05-07,2016-06-04,499
10005355,2016-10-06,2016-11-04,199
10005356,2017-06-17,2017-06-30,299
10005357,2018-02-02,2018-02-06,499
10005358,2017-07-09,2017-07-23,99
10005359,2017-06-19,2017-07-04,99
10005360,2016-05-01,2016-05-22,299
10005361,2018-01-05,2018-01-08,99
10005362,2018-01-11,2018-01-26,499
10005363,2018-03-13,2018-04-01,199
10005364,2017-08-29,2017-09-09,299
10005365,2018-02-13,2018-02-27,99
10005366,2018-02-08,2018-02-08,499
10005367,2016-07-16,2016-08-10,299
10005368,2016-10-08,2016-10-15,299
10005369,2017-04-22,2017-05-04,199
10005370,2016-08-04,,0
10005371,2016-10-06,2016-11-05,99
10005372,2017-01-05,2017-01-15,499
10005373,2017-04-21,2017-05-13,299
10005374,2016-06-17,,0
10005375,2016-05-19,,0
10005376,2017-03-23,2017-04-03,199
10005377,2017-04-01,2017-04-10,499
10005378,2016-03-15,2016-04-13,199
10005379,2017-01-07,2017-01-10,299
10005380,2016-08-19,2016-09-05,99
10005381,2017-02-12,,0
10005382,2016-05-14,,0
10005383,2017-05-03,2017-05-15,499
10005384,2017-03-21,2017-04-06,99
10005385,2017-10-24,2017-11-16,99
10005386,2017-03-08,2017-03-24,299
10005387,2017-02-24,,0
10005388,2017-01-27,2017-02-15,199
10005389,2017-04-09,2017-05-07,99
10005390,2017-02-17,2017-02-26,199
10005391,2016-02-28,2016-03-25,99
10005392,2016-05-17,2016-06-02,99
10005393,2017-07-24,,0
10005394,2016-08-04,2016-08-30,499
10005395,2016-08-13,2016-08-30,299
10005396,2016-06-25,,0
10005397,2018-03-13,,0
10005398,2017-12-20,2018-01-03,99
10005399,2016-06-07,2016-06-28,499
10005400,2016-05-16,2016-05-16,299
10005401,2017-03-22,2017-04-01,199
10005402,2017-01-17,2017-02-11,199
10005403,2017-02-17,,0
10005404,2018-01-23,2018-01-23,299
10005405,2017-01-14,2017-01-27,499
10005406,2017-05-26,2017-05-31,199
10005407,2016-12-10,2016-12-26,99
10005408,2017-07-07,,0
10005409,2017-01-25,2017-02-10,99
10005410,2016-12-17,2016-12-30,299
10005411,2017-02-18,2017-02-25,499
10005412,2016-02-17,2016-03-10,499
10005413,2017-02-04,2017-02-05,299
10005414,2016-04-06,,0
10005415,2016-05-23,2016-06-12,99
10005416,2017-11-05,2017-11-09,199
10005417,2017-03-22,2017-03-22,99
10005418,2016-04-11,2016-05-01,499
10005419,2016-04-01,,0
10005420,2017-04-19,2017-05-07,499
10005421,2016-12-10,2016-12-15,199
10005422,2017-05-28,2017-05-29,499
10005423,2016-10-01,2016-10-31,99
10005424,2017-07-01,2017-07-14,199
10005425,2017-02-04,,0
10005426,2016-12-13,2016-12-24,99
10005427,2016-02-21,,0
10005428,2017-12-29,,0
10005429,2018-01-21,,0
10005430,2016-09-18,2016-09-30,499
10005431,2017-07-10,2017-08-02,499
10005432,2017-09-13,,0
10005433,2017-05-14,2017-06-13,199
10005434,2017-12-25,,0
10005435,2016-04-18,2016-05-05,199
10005436,2017-08-16,2017-09-11,499
10005437,2018-03-10,,0
10005438,2017-07-14,2017-07-19,199
10005439,2016-11-16,,0
10005440,2016-09-05,2016-09-26,299
10005441,2016-05-10,2016-06-06,199
10005442,2016-06-28,,0
10005443,2017-02-19,2017-02-24,299
10005444,2016-07-04,2016-07-27,499
10005445,2017-03-01,2017-03-30,99
10005446,2017-02-10,2017-02-16,99
10005447,2016-05-12,2016-06-01,199
10005448,2017-10-19,2017-10-24,199
10005449,2016-05-02,2016-05-04,299
10005450,2017-03-17,2017-03-27,99
10005451,2017-03-12,,0
10005452,2016-02-21,,0
10005453,2017-10-24,2017-10-26,499
10005454,2017-03-14,,0
10005455,2016-02-19,,0
10005456,2017-07-20,2017-08-11,199
10005457,2017-07-22,,0
10005458,2016-07-02,2016-07-22,299
10005459,2016-11-27,,0
10005460,2017-03-19,,0
10005461,2016-08-20,,0
10005462,2016-06-18,2016-07-09,199
10005463,2016-02-24,2016-03-14,499
10005464,2016-02-12,2016-03-09,99
10005465,2016-06-14,2016-06-26,299
10005466,2016-04-21,2016-05-17,299
10005467,2017-01-20,2017-02-05,499
10005468,2016-04-10,2016-05-08,199
10005469,2016-08-22,2016-09-02,199
10005470,2017-09-13,2017-09-17,199
10005471,2016-11-05,2016-11-05,499
10005472,2018-01-11,2018-02-03,499
10005473,2017-02-13,2017-03-14,299
10005474,2016-11-20,2016-12-05,99
10005475,2017-03-21,,0
10005476,2017-04-03,,0
10005477,2016-07-05,2016-07-14,499
10005478,2017-09-10,2017-10-06,499
10005479,2018-01-31,,0
10005480,2016-11-03,,0
10005481,2016-10-22,2016-10-23,199
10005482,2016-03-20,2016-03-26,299
10005483,2017-10-02,2017-10-02,499
10005484,2016-11-19,2016-12-18,299
10005485,2016-02-21,,0
10005486,2017-04-19,2017-04-24,299
10005487,2017-07-19,,0
10005488,2017-05-17,2017-05-29,499
10005489,2016-06-17,2016-07-05,199
10005490,2016-09-17,2016-10-12,99
10005491,2017-03-11,2017-03-15,299
10005492,2017-01-22,2017-02-14,299
10005493,2017-07-25,2017-08-07,299
10005494,2016-02-21,2016-02-25,299
10005495,2017-10-03,2017-10-27,199
10005496,2017-08-28,2017-09-04,299
10005497,2017-11-06,,0
10005498,2017-07-11,2017-08-04,299
10005499,2016-05-15,2016-05-27,99
10005500,2017-10-15,2017-10-27,299
10005501,2017-01-01,,0
10005502,2017-03-30,,0
10005503,2017-10-15,2017-10-27,299
10005504,2016-02-04,2016-02-12,499
10005505,2017-05-14,2017-05-30,299
10005506,2017-11-25,2017-12-21,299
10005507,2017-08-07,2017-08-24,499
10005508,2017-07-22,,0
10005509,2016-08-12,2016-09-04,499
10005510,2017-01-25,2017-01-26,199
10005511,2017-07-04,2017-07-15,99
10005512,2016-04-13,2016-05-07,499
10005513,2016-04-18,,0
10005514,2017-11-21,,0
10005515,2016-04-08,2016-04-24,299
10005516,2017-12-26,2018-01-24,499
10005517,2016-12-30,2017-01-03,499
10005518,2016-04-25,,0
10005519,2017-06-10,2017-07-03,299
10005520,2016-04-19,2016-04-20,199
10005521,2017-08-04,,0
10005522,2016-12-02,,0
10005523,2016-02-20,2016-03-02,299
10005524,2017-09-04,,0
10005525,2016-07-05,2016-07-09,199
10005526,2016-05-27,2016-06-03,99
10005527,2017-04-25,,0
10005528,2016-02-28,2016-03-14,99
10005529,2017-10-02,,0
10005530,2016-12-25,,0
10005531,2017-11-24,,0
10005532,2017-01-29,,0
10005533,2017-03-25,2017-03-25,99
10005534,2016-02-22,2016-02-22,99
10005535,2016-10-18,2016-10-18,299
10005536,2016-03-31,,0
10005537,2017-03-19,2017-03-23,99
10005538,2016-07-12,,0
10005539,2016-05-24,,0
10005540,2017-01-19,2017-02-05,199
10005541,2016-08-14,2016-09-03,499
10005542,2016-03-16,2016-03-29,299
10005543,2017-10-17,2017-10-23,299
10005544,2016-07-28,,0
10005545,2017-06-07,2017-06-12,299
10005546,2016-12-21,,0
10005547,2017-02-04,2017-02-06,499
10005548,2017-08-21,2017-09-05,199
10005549,2017-01-12,2017-01-16,499
10005550,2016-05-25,,0
10005551,2017-01-22,2017-02-19,499
10005552,2016-07-16,,0
10005553,2017-01-19,2017-02-03,499
10005554,2016-05-25,2016-06-17,99
10005555,2017-03-14,2017-03-27,99
10005556,2017-09-14,2017-09-16,99
10005557,2016-12-19,2016-12-21,99
10005558,2017-07-25,2017-08-06,499
10005559,2016-03-13,2016-04-02,499
10005560,2017-05-05,2017-05-14,99
10005561,2016-05-29,2016-06-21,299
10005562,2017-08-27,2017-09-07,299
10005563,2017-11-28,,0
10005564,2017-04-25,2017-05-03,199
10005565,2017-04-16,2017-05-06,99
10005566,2016-08-07,,0
10005567,2016-11-11,2016-11-14,299
10005568,2016-05-14,2016-05-19,299
10005569,2017-08-22,2017-09-08,99
10005570,2017-05-02,,0
10005571,2016-12-07,2016-12-14,299
10005572,2017-12-15,2017-12-19,99
10005573,2017-02-18,2017-02-25,299
10005574,2017-11-29,2017-12-19,499
10005575,2016-07-14,,0
10005576,2017-03-13,,0
10005577,2017-09-03,2017-09-12,99
10005578,2017-05-21,2017-05-22,99
10005579,2016-03-29,2016-04-01,199
10005580,2018-01-19,,0
10005581,2017-03-22,2017-04-02,299
10005582,2017-09-19,,0
10005583,2017-10-05,2017-10-29,299
10005584,2016-10-08,,0
10005585,2016-09-07,2016-09-25,199
10005586,2016-07-09,2016-08-06,299
10005587,2016-08-05,2016-08-17,499
10005588,2017-09-21,,0
10005589,2017-05-09,2017-05-10,299
10005590,2017-06-12,2017-06-19,199
10005591,2016-12-26,,0
10005592,2017-01-14,,0
10005593,2017-06-14,,0
10005594,2017-11-28,2017-12-25,299
10005595,2017-06-04,,0
10005596,2016-11-06,,0
10005597,2016-07-13,,0
10005598,2017-03-04,,0
10005599,2016-04-08,2016-05-05,199
10005600,2017-04-03,2017-04-11,499
10005601,2017-04-07,2017-04-26,499
10005602,2017-02-09,,0
10005603,2018-01-24,2018-02-12,299
10005604,2017-10-24,2017-11-07,99
10005605,2017-12-28,,0
10005606,2017-03-29,2017-04-24,199
10005607,2018-01-28,,0
10005608,2017-11-03,,0
10005609,2016-04-18,2016-04-28,299
10005610,2017-06-02,,0
10005611,2016-07-19,2016-08-10,199
10005612,2016-03-09,2016-03-13,499
10005613,2017-08-20,,0
10005614,2016-11-16,,0
10005615,2017-08-11,2017-08-12,199
10005616,2016-07-20,2016-08-19,299
10005617,2017-11-03,,0
10005618,2017-12-07,2017-12-11,299
10005619,2017-09-04,2017-09-29,299
10005620,2016-11-18,,0
10005621,2017-09-03,2017-09-13,99
10005622,2017-03-28,2017-04-02,199
10005623,2016-05-15,2016-05-19,199
10005624,2017-08-19,,0
10005625,2017-03-12,2017-04-10,299
10005626,2017-05-04,2017-05-28,99
10005627,2016-10-05,,0
10005628,2016-12-05,2016-12-24,499
10005629,2017-02-07,2017-02-13,499
10005630,2016-05-16,2016-06-01,99
10005631,2016-12-11,,0
10005632,2017-10-01,2017-10-28,299
10005633,2017-07-23,2017-08-06,499
10005634,2016-04-12,2016-05-03,199
10005635,2017-02-12,2017-02-19,299
10005636,2017-06-10,,0
10005637,2016-08-03,2016-08-30,99
10005638,2016-06-13,,0
10005639,2016-07-23,,0
10005640,2017-10-02,,0
10005641,2017-02-27,2017-03-29,299
10005642,2016-04-04,2016-04-22,499
10005643,2017-03-21,,0
10005644,2017-03-09,2017-03-18,499
10005645,2016-05-23,,0
10005646,2016-04-05,2016-04-07,99
10005647,2018-01-28,2018-02-27,299
10005648,2017-03-07,2017-03-17,499
10005649,2016-11-16,2016-11-25,99
10005650,2017-05-28,,0
10005651,2017-03-26,,0
10005652,2016-12-11,,0
10005653,2016-04-29,2016-05-07,199
10005654,2018-02-28,2018-03-09,199
10005655,2017-11-22,2017-11-26,99
10005656,2017-01-22,,0
10005657,2018-02-21,2018-02-27,499
10005658,2017-07-02,,0
10005659,2018-02-18,2018-03-09,499
10005660,2017-01-30,,0
10005661,2016-10-24,,0
10005662,2017-03-12,,0
10005663,2018-02-19,2018-03-07,199
10005664,2016-06-18,2016-07-12,99
10005665,2016-07-14,2016-07-26,99
10005666,2017-12-28,2018-01-12,299
10005667,2017-11-27,,0
10005668,2016-05-16,2016-05-17,99
10005669,2016-06-28,,0
10005670,2016-08-03,2016-08-12,199
10005671,2017-03-16,2017-04-09,299
10005672,2018-01-03,2018-01-13,499
10005673,2017-12-06,2017-12-25,299
10005674,2016-08-19,2016-09-12,499
10005675,2017-10-10,2017-10-18,99
10005676,2018-01-27,,0
10005677,2016-09-07,2016-09-19,99
10005678,2017-05-15,,0
10005679,2018-01-29,2018-01-30,199
10005680,2017-04-09,,0
10005681,2016-02-29,2016-03-04,299
10005682,2018-02-19,2018-03-16,99
10005683,2016-04-04,,0
10005684,2016-05-06,2016-05-10,499
10005685,2017-11-27,,0
10005686,2017-07-24,2017-08-12,499
10005687,2017-06-24,,0
10005688,2017-01-05,2017-01-10,199
10005689,2017-12-19,2017-12-26,499
10005690,2016-10-08,,0
10005691,2018-01-06,2018-01-26,299
10005692,2016-11-05,2016-11-24,99
10005693,2016-03-10,2016-03-11,499
10005694,2016-04-09,,0
10005695,2016-11-03,2016-11-12,99
10005696,2016-05-30,,0
10005697,2016-04-26,,0
10005698,2016-07-26,2016-08-14,199
10005699,2017-09-28,2017-10-02,499
10005700,2016-05-02,2016-05-04,299
10005701,2017-03-26,,0
10005702,2016-04-21,2016-04-24,499
10005703,2017-01-06,2017-01-06,199
10005704,2017-03-27,2017-04-09,499
10005705,2016-09-15,2016-10-03,199
10005706,2017-05-18,2017-05-29,199
10005707,2016-04-28,,0
10005708,2017-01-15,,0
10005709,2017-11-01,2017-11-09,499
10005710,2016-08-08,,0
10005711,2017-11-07,,0
10005712,2016-06-15,2016-07-07,299
10005713,2016-12-21,2017-01-14,99
10005714,2016-03-11,,0
10005715,2017-11-11,,0
10005716,2016-11-13,,0
10005717,2016-10-13,2016-11-08,299
10005718,2017-09-19,2017-10-01,299
10005719,2017-03-26,2017-04-13,199
10005720,2017-07-23,2017-08-22,99
10005721,2018-02-11,2018-02-20,199
10005722,2016-11-17,2016-11-19,199
10005723,2016-12-12,2016-12-27,99
10005724,2016-06-11,2016-06-27,299
10005725,2017-09-25,,0
10005726,2018-02-10,2018-03-08,99
10005727,2017-07-23,2017-07-27,299
10005728,2016-11-29,2016-12-27,299
10005729,2016-11-08,2016-11-17,499
10005730,2017-06-06,,0
10005731,2016-11-06,,0
10005732,2017-06-14,2017-07-07,499
10005733,2016-08-17,,0
10005734,2017-02-09,2017-02-22,299
10005735,2016-11-26,2016-12-14,299
10005736,2017-11-27,2017-12-01,499
10005737,2016-11-25,,0
10005738,2017-08-08,2017-08-10,299
10005739,2016-12-18,2017-01-16,299
10005740,2016-05-20,2016-05-31,299
10005741,2017-10-15,2017-10-20,499
10005742,2017-05-16,,0
10005743,2017-03-18,2017-04-03,299
10005744,2017-06-27,2017-07-11,299
10005745,2017-05-25,,0
10005746,2016-06-19,2016-06-29,199
10005747,2017-12-21,,0
10005748,2017-06-18,2017-07-09,499
10005749,2016-03-31,2016-04-21,299
10005750,2016-08-01,2016-08-01,499
10005751,2017-03-25,,0
10005752,2018-02-02,2018-02-12,299
10005753,2016-09-14,,0
10005754,2017-02-25,,0
10005755,2016-06-23,,0
10005756,2018-02-05,,0
10005757,2017-08-17,2017-08-17,299
10005758,2017-09-15,2017-09-18,199
10005759,2017-11-22,2017-11-27,499
10005760,2016-02-27,,0
10005761,2018-02-13,2018-03-08,499
10005762,2017-10-15,,0
10005763,2017-06-22,,0
10005764,2017-09-13,2017-10-07,199
10005765,2016-06-06,2016-06-22,99
10005766,2017-05-01,,0
10005767,2016-11-07,2016-12-07,199
10005768,2017-03-01,,0
10005769,2016-12-15,2016-12-27,499
10005770,2017-04-16,,0
10005771,2017-01-06,2017-02-02,499
10005772,2017-12-25,,0
10005773,2016-05-29,2016-06-20,99
10005774,2017-12-21,2018-01-19,199
10005775,2018-01-13,2018-01-31,499
10005776,2017-02-02,,0
10005777,2017-02-19,2017-02-22,99
10005778,2017-06-24,,0
10005779,2017-09-04,2017-09-29,199
10005780,2016-07-07,2016-08-05,199
10005781,2017-10-02,2017-10-03,99
10005782,2018-01-17,,0
10005783,2016-04-26,,0
10005784,2017-01-26,2017-01-26,499
10005785,2016-04-25,,0
10005786,2017-01-24,2017-02-23,499
10005787,2018-01-27,2018-02-25,299
10005788,2016-06-12,2016-06-24,499
10005789,2017-02-21,2017-02-25,299
10005790,2016-10-04,2016-10-04,199
10005791,2016-06-20,2016-07-03,99
10005792,2017-04-22,,0
10005793,2016-04-16,2016-04-23,199
10005794,2016-05-08,,0
10005795,2016-11-29,2016-12-09,499
10005796,2017-05-11,2017-06-08,299
10005797,2016-03-26,2016-03-30,499
10005798,2016-12-01,,0
10005799,2018-03-12,2018-03-25,199
10005800,2017-07-18,2017-07-23,199
10005801,2016-03-06,2016-04-05,299
10005802,2017-07-24,2017-08-12,499
10005803,2017-06-03,,0
10005804,2017-12-13,,0
10005805,2016-06-19,2016-06-22,99
10005806,2017-11-02,2017-11-19,199
10005807,2016-05-10,,0
10005808,2017-02-07,2017-02-26,299
10005809,2018-02-28,,0
10005810,2016-02-23,2016-03-19,199
10005811,2016-11-10,2016-12-05,299
10005812,2016-05-23,2016-06-03,299
10005813,2017-02-07,,0
10005814,2016-08-15,2016-09-11,499
10005815,2016-07-13,2016-08-05,499
10005816,2017-04-06,2017-04-19,299
10005817,2017-08-21,2017-08-26,99
10005818,2016-02-10,2016-02-23,499
10005819,2017-11-06,2017-11-25,499
10005820,2017-03-04,,0
10005821,2016-07-01,2016-07-06,499
10005822,2016-08-09,2016-08-25,199
10005823,2016-11-03,,0
10005824,2017-06-07,,0
10005825,2016-09-30,,0
10005826,2017-06-02,,0
10005827,2016-11-02,,0
10005828,2016-08-08,2016-08-25,99
10005829,2017-10-19,,0
10005830,2016-12-03,2016-12-28,499
10005831,2016-11-22,2016-12-07,99
10005832,2016-09-21,2016-10-03,199
10005833,2017-01-06,,0
10005834,2017-09-15,,0
10005835,2016-08-11,,0
10005836,2017-01-29,2017-02-27,199
10005837,2016-10-15,2016-10-22,99
10005838,2017-06-25,,0
10005839,2016-09-18,2016-10-11,99
10005840,2016-02-14,2016-02-28,99
10005841,2016-02-14,2016-03-11,99
10005842,2017-08-09,2017-08-28,199
10005843,2016-08-28,2016-09-14,199
10005844,2016-03-11,2016-04-06,199
10005845,2016-03-05,,0
10005846,2018-02-16,2018-03-03,499
10005847,2016-09-21,2016-09-25,199
10005848,2016-11-16,,0
10005849,2017-04-08,,0
10005850,2018-02-10,2018-03-01,199
10005851,2016-12-14,2016-12-22,299
10005852,2017-11-01,2017-11-16,499
10005853,2017-03-14,2017-04-12,299
10005854,2018-01-21,,0
10005855,2016-04-20,2016-05-09,299
10005856,2016-07-25,,0
10005857,2018-02-14,,0
10005858,2016-11-11,2016-11-28,99
10005859,2017-10-22,2017-11-18,299
10005860,2017-12-09,,0
10005861,2016-12-14,,0
10005862,2017-03-16,2017-03-24,299
10005863,2016-06-21,2016-07-20,99
10005864,2016-10-04,,0
10005865,2016-07-26,2016-07-29,499
10005866,2017-01-09,2017-01-13,299
10005867,2016-10-21,2016-11-18,199
10005868,2016-07-17,,0
10005869,2016-02-25,2016-02-28,99
10005870,2018-01-03,2018-01-18,99
10005871,2017-07-11,2017-07-13,499
10005872,2017-07-12,,0
10005873,2016-12-06,2017-01-03,99
10005874,2017-10-31,,0
10005875,2016-02-28,2016-03-24,499
10005876,2018-03-16,,0
10005877,2017-02-04,,0
10005878,2017-02-18,2017-02-26,199
